response,label,urdu,punjabi,sindhi
"Based on your soil and climate conditions, kidney beans may not be the best choice due to low nitrogen levels. You may need to consider another crop or improve soil fertility.",kidneybeans,آپ کی مٹی اور موسمی حالات کے پیش نظر، کم نائٹروجن سطح کی وجہ سے لوبیا بہترین انتخاب نہیں ہوسکتا۔ آپ کو کسی دوسری فصل پر غور کرنا یا مٹی کی زرخیزی کو بہتر بنانے کی ضرورت ہوسکتی ہے۔,"Tuhade mitti te mosam di halat de adhaar te, rajma changi chunauti nahi ho sakdi kyonke nitrogen de maddham hehdiyaan ne. Tuhanu koi hor fasal vich soch vichaar karne di lohr hai ja mitti di ugarhvata nu sudharan di.",توهان جي زمين ۽ آبهوا جي حالتن جي بنياد تي، ڳاڙها بينس (Rajma) شايد بهترين چونڊ نه هجي ڇاڪاڻ ته نائٽروجن جي گهٽ سطحن جي ڪري. توھان کي ڪا ٻي فصل تي غور ڪرڻو پوندو يا زمين جي زرخيز ۽ پيداوار جي صلاحيت کي بهتر بڻائڻو پوندو.
"Based on the data provided, pigeonpeas may not be ideal for your current farmland conditions. You should consider:
- Reducing the temperature.
- Adjusting nutrient levels.
- Checking other crops suitable for higher temperatures and slightly different nutrient levels.",pigeonpeas,"دئے گئے ڈیٹا کی بنیاد پر، موجودہ زرعی حالات کے لئے ماش کی دال موزوں نہیں ہو سکتی۔ آپ کو درج ذیل باتوں پر غور کرنا چاہئے:
- درجہ حرارت کو کم کرنا۔
- غذائی اجزاء کی سطح کو ایڈجسٹ کرنا۔
- ایسے دوسرے فصلوں کی جانچ کرنا جو زیادہ درجہ حرارت اور کچھ مختلف غذائی اجزاء کی سطح کے لئے موزوں ہوں۔","Data de vichaar de adhar te, pigeonpeas tuhade vartemaan khet di condition layi uchit nahi lagde. Tuhanu eh vichaar karna chahida:
- Taapmaan ghatana.
- Poshaak tattvaan di matra adjust karna.
- Ohan hor faslan da janch karna jo zyada taapmaan ate thodi different nutrient level waliya condition layi sahi aa.","ڊيٽا جي بنياد تي ڏني وئي، ڪبوتر مٽر توهان جي موجوده فارملينڊ حالتن لاءِ مناسب نٿا ٿي سگهن. توهان کي غور ڪرڻ گهرجي:
- گرمي پد کي گهٽائڻ.
- غذائي سطح کي ترتيب ڏيڻ.
- ٻين فصلن کي چيڪ ڪرڻ جيڪي وڌيڪ گرمي پد ۽ ٿورڙا مختلف غذائي سطحن لاءِ مناسب آهن."
"Based on the given data, it is suitable to grow rice on your farmland. The conditions such as nitrogen, phosphorus, potassium levels, temperature, and humidity match well with past successful rice cultivation experiences.",rice,دیے گئے ڈیٹا کی بنیاد پر، آپ کی زرعی زمین پر چاول اگانا مناسب ہے۔ نائٹروجن، فاسفورس، پوٹاشیم کی سطحیں، درجہ حرارت اور نمی جیسی حالتیں ماضی کے کامیاب چاول کی کاشت کے تجربات کے ساتھ اچھی مطابقت رکھتی ہیں۔,"Ditte data de aadhar te, tuhadi zameen te chawal ugana theek hai. Nitrogen, phosphorus, potassium de maaddi, temperature, te humidity de haalta ehne hi changi tara mel karda ne, kinjje pichle kamyab chawal uglan wale tajurbe.",مليلن ڊيٽا جي بنياد تي، توهان جي زمين تي چانور پوکڻ لاءِ مناسب آهي. نائٽروجن، فاسفورس، پوٽاشيم جي سطح، گرمي پد ۽ نمي جهڙيون حالتون ماضي جي ڪامياب چانور جي پوک تجربن سان چڱيءَ طرح مليون ٿيون.
"Based on the given conditions and past experience, it is best to grow watermelon on your farmland. The soil nutrients and climate are close to those favorable for watermelon.",watermelon,دی گئی شرائط اور ماضی کے تجربے کی بنیاد پر، آپ کی زمین پر تربوز اُگانا سب سے بہتر ہے۔ مٹی کے غذائی اجزاء اور آب و ہوا تربوز کے لئے سازگار ہیں۔,"Ditte hoe condition te pichle tajurbe ton, tuhade khetan wich tarbooz ugana changa hovega. Mitti de poshak tatt te mausam tarbooz layi anukool ne.",ڏنل حالتن ۽ ماضي جي تجربي جي بنياد تي، توهان جي زميندار تي تربوز پوکڻ بهترين آهي. مٽيءَ جا غذائي جزا ۽ موسمي حالتون تربوز لاءِ سازگار آهن.
"Based on your soil and climate conditions, chickpea might not be an ideal crop. You may want to consider crops that do well in lower nitrogen levels and a slightly acidic pH around 6.5, such as certain varieties of beans or root vegetables like carrots.",chickpea,آپ کی مٹی اور آب و ہوا کی حالت کے مطابق، چنا ایک مثالی فصل نہیں ہو سکتا۔ آپ ایسی فصلوں پر غور کر سکتے ہیں جو کم نائٹروجن کی سطح اور تقریباً 6.5 کی معمولی تیزابی پی ایچ میں بہتر نشونما پاتی ہیں، جیسے کہ خاص قسم کی پھلیاں یا جڑ والی سبزیاں جیسے گاجر۔,"Tuhade mitti ate mausam de halat de adhar te, chana shayad vadhia fasal na hove. Tusi unna fassalan bare soch sakde ho jo thalle naitragen di adhaaran te ate thodi jahi teekho mitti pH lagbhag 6.5 de naal changi wadhdi han, jaime ki kujh beans di kisman ya adhan di jad wali sabziyan jaime gajar.",توھانجي مٽي ۽ موسمي حالتن جي بنياد تي، چڻا شايد مناسب فصل نه ھجي. توهان انهن فصلن تي غور ڪري سگهو ٿا جيڪي گھٽ نائٽروجن جي سطحن ۽ 6.5 جي چوڌاري ٿوري تيزابي پي ايڇ ۾ سٺا ٿين ٿا، جيئن ته ڪيئن قسم جا پھاج يا جڙيون سبزيون جهڙوڪ گاجر.
"Based on the given conditions, mango would be a good choice to grow on your farmland. The soil and climate conditions are within the range suitable for mango cultivation.",mango,دی گئی شرائط کی بنیاد پر، آم آپ کی زرعی زمین پر اگانے کے لئے ایک اچھا انتخاب ہوگا۔ مٹی اور آب و ہوا کی حالتیں آم کی کاشت کے لئے موزوں حد کے اندر ہیں۔,"Ditte hoye halata de aadhar te, aam toharian zamina te vadia chunav hovega. Mitti ate mausam dia halata aam di kheti layi uchit dene.",مليل حالتن جي بنياد تي، توهانجي زمين تي آم پوکڻ جو سٺو انتخاب ٿيندو. مٽي ۽ آبهوا جون حالتون آم جي پوک لاءِ مناسب آهن.
"Based on the current conditions of your farmland, grapes should grow well. The soil nutrients, temperature, humidity, pH, and rainfall closely match the conditions where grapes have been successfully grown in the past.",grapes,آپ کی زمین کی موجودہ حالت کے مطابق، انگور اچھی طرح سے اُگ سکتے ہیں۔ مٹی کے معدنیات، درجہ حرارت، نمی، پی ایچ، اور بارش اُن حالات سے بہت ملتی جلتی ہیں جہاں ماضی میں انگور کامیابی سے اُگائے گئے ہیں۔,"Maujoodah halatan de mutaabiq tuhadi zameen te angoor changi tarah ug sakde ne. Mitti de pooshak tat, taapmaan, nami, pH te baarishona di matra ohna halatan de nazdik hai jithe pehlaan angoor saphalta de naal ugaye gay han.",توهان جي زرعي زمين جي موجوده حالتن جي بنياد تي، انگور چڱي طرح سان وڌڻ گهرجي. مٽيءَ جا غذائي جز، گرمي پد، نمي، پي ايڇ ۽ برسات اُنهن حالتن سان ويجهن آهن، جتي ماضي ۾ انگور ڪاميابيءَ سان پوکيا ويا آهن۔
You should consider growing mungbean. The conditions on your farmland closely match historical data where mungbean was successfully grown.,mungbean,آپ کو مونگ پھلی اگانے پر غور کرنا چاہئے۔ آپ کی فارملینڈ کی حالات تاریخی اعداد و شمار سے بہت ملتی ہیں جہاں مونگ پھلی کامیابی سے اگائی گئی تھی۔,Tusi mungbean ugane bare sochna chahida. Tuhade khet di halaat os tareeke de naal mil di aa jithon itihasak data kehnda ke mungbean safalta de naal ugayi gayi si.,توهان کي مڱ جا ڀاڄيپو وڌائڻ تي غور ڪرڻ گهرجي. توهان جي زمينن جي حالتن کي تاريخي ڊيٽا سان ويجهڙائي آهي جتي مڱ جا ڀاڄيپو ڪاميابي سان وڌايا ويا هئا.
"Considering your current soil and weather conditions, you might want to adjust the nitrogen and phosphorus levels to better match those that have historically supported successful mango growth. Attempt boosting nitrogen and phosphorus levels and then growing mangoes on your farmland.",mango,"آپ کی موجودہ مٹی اور موسمی حالات کو مدنظر رکھتے ہوئے، آپ کو نائٹروجن اور فاسفورس کی سطح کو ایڈجسٹ کرنے کی ضرورت ہو سکتی ہے تاکہ وہ ان سطحوں سے بہتر میل کھا سکیں جنہوں نے تاریخی طور پر کامیاب آم کی کاشت میں مدد دی ہے۔ نائٹروجن اور فاسفورس کی سطح کو بڑھا کر آزمائیں اور پھر اپنے کھیتوں پر آم اگائیں۔
","Tuhadi maujooda mitti ate mausam de haalatan nu dekhde hoye, tuhanu shaayad nitrogen ate phosphorus diyaan thalle deehan nu adjust karn di lor hai takkeh ohna nu dheethiya hawaalat naal better match kita ja sakey jo ke safal amba di warhat nu samarthi karke gayi han. Nitrogen ate phosphorus di matra nu vadhana chahun loh thisaan ate fir apni jameen te amba di kheti karke vekho.",توهانجي مٽي ۽ موسم جي موجوده حالتن کي نظر ۾ رکندي، توهان شايد نائٽروجن ۽ فاسفورس جي سطح کي ترتيب ڏيڻ چاهيندا ته جيئن اهي بهتر نموني سان انهن سطحن سان ملن، جيڪي تاريخي طور تي ڪامياب آم جي پوک کي سپورٽ ڪيا آهن. نائٽروجن ۽ فاسفورس جي سطح کي وڌائڻ جي ڪوشش ڪريو ۽ پوءِ پنهنجي زمين تي آم پوکيو.
"Based on your farmland's conditions and past successful data, chickpea would be a suitable crop to grow.",chickpea,آپ کی زرعی زمین کی حالت اور ماضی کے کامیاب ڈیٹا کی بنیاد پر چنے کی فصل اگانا موزوں ہوگا۔,"Tuhade kheti-bari de haalaat ate pehlan de safal data de aadhar te, chhole di fasal ugani vadhiya hovegi.",توهان جي زمين جي حالتن ۽ ماضي جي ڪامياب ڊيٽا جي بنياد تي، چڻا پوکڻ لاءِ موزون فصل هوندو.
"Based on the given data and previous successful conditions, rice seems a suitable crop to grow on your farmland. Your current conditions match closely with past conditions where rice was successfully grown.",rice,دئے گئے ڈیٹا اور پچھلے کامیاب حالات کی بنیاد پر، چاول آپ کی زرعی زمین پر کاشت کرنے کے لئے ایک مناسب فصل معلوم ہوتی ہے۔ آپ کے موجودہ حالات ماضی کے حالات سے قریب تر ہیں جہاں چاول کامیابی سے اُگایا گیا تھا۔,"Ditte gaan te guzre hoye kamiyab halat de adhar te, chawal tuhade kheti layi ikk theek fasal lagdi hai. Tuhade maujooda halat guzre hoye halatan naal kai had tak milde hain jithe chawal kamiyabi naal ugaya gaya si.",ڏي وئي ڊيٽا ۽ گذريل ڪامياب حالتن جي بنياد تي، اهو لڳي ٿو ته چانور توهان جي زمين تي پوکڻ لاءِ هڪ مناسب فصل آهي. توهان جون موجوده حالتون گذريل حالتن سان ويجهيون ملن ٿيون جتي ڪاميابي سان چانور پوکيا ويا هئا.
"Based on your data, growing pomegranate could be a good option for your farmland.",pomegranate,آپ کی معلومات کی بنا پر، انار کی کاشت آپ کی زمین کے لیے ایک اچھا اختیار ہو سکتا ہے۔,"Tuhadiyaan jaanakariyan de aadhaar te, anar de khetibadi tuhade kheti-baari waale zameen layi changi choice ho sakdi hai.",توهانجي ڄاڻ موجب، انار پوکڻ توهانجي زمين لاءِ هڪ سٺو آپشن ٿي سگهي ٿو.
"Based on the conditions and past experience, grapes would be a good crop to grow on your farmland.",grapes,حالات اور ماضی کے تجربے کو مد نظر رکھتے ہوئے، آپ کی زرعی زمین پر انگور کی فصل اگانا ایک اچھا فیصلہ ہو سکتا ہے۔,"Haalat te guzriyi hoyi experience de adhaar te, angur tuhadi zameen te ugaunde lai vadhiya fasal honge.",حالتي ۽ ماضي جي تجربي جي بنياد تي، انگور اوهان جي زمين تي پوکڻ لاءِ هڪ سٺو فصل ٿي سگهندو.
"Based on your farmland's conditions, it would be best to grow mothbeans. They have been grown successfully in similar conditions in the past.",mothbeans,آپ کی زمین کی حالت کو مدنظر رکھتے ہوئے، بہتر ہوگا کہ آپ موٹھ اگائیں۔ اس سے پہلے بھی اسی قسم کی حالات میں ان کو کامیابی سے اگایا جا چکا ہے۔,"Tuhadde khet di halat de hisaab naal, changa hovega ke tusi mothbeans ugayo. Ena nu pehla vi aise tarah de halataa vich kamiyabi naal ugaya gaya hai.",توهانجي زرعي زمين جي حالتن جي بنياد تي، مٺو بين پوکڻ سڀني کان بهتر ٿيندو۔ اهي گذريل وقتن ۾ ساڳين حالتن ۾ ڪاميابي سان پوکيا ويا آهن۔
"Based on the provided conditions, your farmland is suitable for growing rice.",rice,دی گئی شرائط کی بنیاد پر، آپ کی زرعی زمین چاول اُگانے کے لئے موزوں ہے۔,"Muhaiya kite gaye halatan de adhar te, tuhadi zameen chawal ugane lai theek hai.","مهيا ڪيل حالتن جي بنياد تي، توهان جو پوکڻ وارو زمين چانور پوکڻ لاءِ مناسب آهي.
"
"Based on your farmland's conditions, watermelon would be a suitable crop to grow.",watermelon,آپ کی زرعی زمین کی صورتحال کو مد نظر رکھتے ہوئے، تربوز اگانا ایک مناسب فصل ہو سکتی ہے۔,"Tuhade khet de halat de adhar te, tarbooj uggauna ek changi fasal ho sakdi hai.",توهان جي زرعي زمين جون حالتون ڏسي، تربي جي پوک لاءِ هندواڻو وڌيڪ موزون فصل هوندو۔
"Based on your farmland conditions and past experiences, you should grow grapes. The conditions are very similar to those where grapes have thrived before.",grapes,آپ کی زرعی زمین کی حالت اور ماضی کے تجربات کی بنیاد پر، آپ کو انگور اگانے چاہییں۔ یہاں کی حالتیں ان جگہوں سے بہت ملتی جلتی ہیں جہاں انگور پہلے کامیابی سے اگ چکے ہیں۔,"Tohaade khet de haalat te poorian tajurbaataan de aadhaar te, tusi angoor ugaunde chaho. Haalaatan bohat mil diyaan-juldiyaan ne jithe pehlan vi angoor changiyan tarah vadhe ne.",اوھانجي زرعي زمين جي حالت ۽ گذريل تجربي کي مدنظر رکندي، اوھان کي انگور پوکڻ گھرجي. حالتون تمام گھڻو مليمٽي آهن جتي انگور اڳي به خوب فلڀا ٿي ھئا.
"Based on the data provided, it seems blackgram could be a suitable crop for your farmland given the current conditions.",blackgram,دیے گئے ڈیٹا کی بنیاد پر، ایسا لگتا ہے کہ آپ کی کھیتی کے لیے موجودہ حالات کے پیش نظر ارہر ایک مناسب فصل ہو سکتی ہے۔,"Data de adhaar te, lagda hai ke blackgram tuhade khet layi ik theek fasal ho sakdi hai jiven hale de halat han.",موجودا ڊيٽا جي بنياد تي، لڳي ٿو ته موجوده حالتن کي نظر ۾ رکندي ڪاري مڱ جي پوک توهان جي زمين لاءِ مناسب ٿي سگهي ٿي.
"Given the current conditions of your farmland (high pH and different nutrient levels), it may not be ideal to grow mothbeans. You might consider crops that are more tolerant to alkaline soil conditions, such as barley or sugar beets.",mothbeans,آپ کی زمین کی موجودہ حالت (زیادہ pH اور مختلف غذائی اجزاء کی سطحیں) کو دیکھتے ہوئے، مٹھ بینز اُگانا بہتر نہیں ہو سکتا۔ آپ ان فصلوں پر غور کر سکتے ہیں جو الکلائن مٹی کے حالات کو زیادہ برداشت کرتی ہیں، مثلاً جو یا چقندر۔,"Haal de dekhdeyan tusi apne khetaan di halat (unchi pH ate vakhre poshak tat), moth beans ugana changa vikalp nahi ho sakda. Tusi ohna fasla nu ugavan baare soch sakde ho jo ke alkalaine mitti de halat nu ziada bardasht karde han, jaiven ke jo, ate cheeni chukandar.",توهان جي زرعي زمين جي موجوده حالتن (تيز پي ايڇ ۽ مختلف غذائي سطحون) کي نظر ۾ رکندي، موٿ بئنز پوکڻ شايد مناسب نه هجي. توهان اهڙن ڪڻڪ يا کنڊ جي چقندر جهڙن فصلن کي غور ۾ آڻي سگهو ٿا، جيڪي الڪلي زمين جي حالتن کي بهتر نموني برداشت ڪرڻ وارا آهن.
"Your farmland's current conditions are closest to past records where kidney beans were successfully grown, specifically the one with a nitrogen level of 18, phosphorus at 79, and potassium at 20. Therefore, kidney beans would be a suitable crop to grow.",kidneybeans,آپ کی زرعی زمین کی موجودہ حالتیں ماضی کے ریکارڈز کے سب سے قریب ہیں جہاں کامیابی سے لوبیا اگائے گئے تھے، خاص طور پر وہ جن میں نائٹروجن کی سطح 18، فاسفورس 79 اور پوٹاشیم 20 تھی۔ لہٰذا، لوبیا اگانا ایک موزوں فصل ہو سکتی ہے۔,"Tuhade kheti-bari de vartmaan haalataan sab ton nazdeek ne purane record naal jithhe kidney beans kaamyabi naal ugaye gaye san. Khaaskar oh record jithhe nitrogen di matra 18, phosphorus 79 te potassium 20 si. Is karke kidney beans ik theek parali hai ugoun layi.",توهانجي زرعي زمين جي موجوده حالتون ماضي جي رڪارڊ ۾ ان وقت جي سڀ کان ويجھيون آهن جڏھن راڄما ڪاميابيءَ سان وڌيا هئا، خاص طور تي nitrogen ليول 18، phosphorus 79، ۽ potassium 20 هئو. انڪري، راڄما پوکڻ لاءِ مناسب فصل ٿيندو.
"Based on the data and past experience, it's best to grow bananas on your farmland. The conditions such as temperature, humidity, pH, and rainfall are suitable with slight adjustments needed in nutrient levels.",banana,ڈیٹا اور ماضی کے تجربے کی بنیاد پر، آپ کی زرعی زمین پر کیلے اگانا بہترین ہے۔ درجہ حرارت، نمی، پی ایچ، اور بارش جیسی شرائط موزوں ہیں، صرف غذائی اجزاء کی سطح میں معمولی ترامیم کی ضرورت ہے۔,"Data ate pichle tajurbe de adhar te, tuhade khetan ch kela ugana sab ton changa hai. Mauwan jaumein taapmaan, nami, pH, ate barsaat theek ne, bas kuch kuj nutrients de star ch halke jehe badlav di zarurat hai.",ڊيٽا ۽ ماضي جي تجربي جي بنياد تي، توهان جي زمين تي ڪيلن پوکڻ لاءِ بهترين آهي. حالتون جهڙوڪ گرمي پد، نمي، پي ايڇ، ۽ برسات لاءِ مناسب آهن، جيئن ته صرف غذائي سطحن ۾ ٿورو تبديليون گهربل آهن۔
"Based on the given conditions, your farmland is suitable for growing rice.",rice,دی گئی شرائط کے مطابق، آپ کی زرعی زمین چاول کی کاشت کے لیے موزوں ہے۔,"Diṭṭe ge'e ḥālāt de ādhār te, tuhāḍī zamīn chāwal ugāuṇ leī theek hai.",ڏي وئي حالتن جي بنياد تي، توهان جي زرعي زمين چانور پوکڻ لاءِ موزون آهي.
"Based on the provided information, you should grow bananas on your farmland. The conditions are quite similar to those you had success with in the past for growing bananas.",banana,دستیاب معلومات کی بنیاد پر، آپ کو اپنے کھیت پر کیلے اگانے چاہئیں۔ حالات ان لوگوں کے ساتھ کافی مماثلت رکھتے ہیں جن میں آپ نے ماضی میں کیلے اگانے میں کامیابی حاصل کی تھی۔,"Ditte hoye janakari de adhaar te, tussi apni zameen te kele ugaa sakde ho. Eh sare haal minda hai jive tussi pehlaan vi kele ugaan vich safal hoye sige.",مليل معلومات جي بنياد تي، اوهان کي پنهنجي زمين تي ڪيلن پوکڻ گهرجن. حالتون لڳ ڀڳ ساڳيون آهن جيڪي اوهان کي ماضي ۾ ڪيلن پوکڻ ۾ ڪاميابي حاصل ٿي هئي.
"Based on the given conditions, you can grow pigeonpeas on your farmland. The soil, temperature, and humidity are suitable for this crop.",pigeonpeas,دی گئی شرائط کی بنیاد پر، آپ اپنی زرعی زمین پر ارہر(پجون مٹر) اگا سکتے ہیں۔ مٹی، درجہ حرارت، اور نمی اس فصل کے لیے موزوں ہیں۔,"Ditte gay conditions de adhaar te, tusi apni zameen te arhar diyaan daal ugasakde ho. Mitti, tapmaan, te nami eh fasal laayi theek ne.",ڏنل حالتن جي بنياد تي، توهان پنهنجي زمين تي مسور جي ٻوٽي لڳائي سگهو ٿا. مٽي، درجه حرارت ۽ نمي هن فصل لاءِ موزون آهن.
"Given your current soil and environmental conditions, growing mangoes could be suitable. Your data closely matches past conditions where mangoes have been successfully cultivated.",mango,آپ کی موجودہ مٹی اور موسمی حالات کے پیش نظر، آم اگانا مناسب ہو سکتا ہے۔ آپ کا ڈیٹا پچھلے حالات سے کافی ملتا جلتا ہے جہاں آم کامیابی سے اگائے گئے ہیں۔,"Tuhade maujooda mitti ate vatavaran de halat de mutabik, amb looan di kheti karni wadhia ho sakdi hai. Tuhadi jaankaari lagbhag us halat naal milekha hai jithe amb seedhe ho ke laye gaye han.",جيئن ٿي توهانجي موجوده مٽي ۽ ماحولياتي حالتون ڏسن ٿيون، آم پوکڻ وارو ڪم مناسب ٿيندو. توهان جو ڊيٽا انهن ماضي حالتن سان ملندڙ جلندڙ آهي، جتي آم ڪاميابي سان پوکيا ويا آهن.
"Based on the given conditions, it is suitable to grow blackgram on your farmland.",blackgram,دی گئی شرائط کی بنیاد پر، آپ کی زمین پر ماش (کالی دال) اگانا موزوں ہے۔,"Ditte hoye halatan de adhaar te, tuhade khet wich kale maah nu ugana uchit hai.",ڏنل شرطن جي بنياد تي، توهان جي زمين تي ڪاري چوڏڻ (blackgram) پوکڻ لاءِ مناسب آهي.
"Based on the provided data, chickpea would be a suitable crop for your farmland. The soil conditions and climate match closely with past data for successful chickpea cultivation.",chickpea,فراہم کردہ ڈیٹا کی بنیاد پر، چنے کی فصل آپ کی زمین کے لیے موزوں ہوگی۔ مٹی کی حالتیں اور آب و ہوا کامیاب چنے کی کاشت کے لیے پچھلے ڈیٹا سے قریب سے مطابقت رکھتی ہیں۔,"Ditte ditti gayi jaankaari de adhaar te, chole thwari khetibadi layi ik vadhiya fasal ban sakdi hai. Mitti de haalaat ate mausam pichle data naal milde juldde ne jo chole di safal kheti layi laabhdayak rahe ne.",مهيا ڪيل ڊيٽا جي بنياد تي، چنا توهان جي زمين لاءِ مناسب پوک ٿيندي. مٽي جا حالتون ۽ موسمي حالتون ماضي جي ڪامياب چنا پوکي جا ڊيٽا سان ويجهو آهن.
"Based on your soil and climate conditions, chickpea is a suitable crop for your farmland.",chickpea,آپ کی مٹی اور موسمی حالات کی بنیاد پر، چنے کی فصل آپ کی زمین کے لئے موزوں ہے۔,"Tuhadi mitti te mausam di haalat de adhaar te, chane di fasal tuhade khetaan lai uchit hai.",توھان جي زمين ۽ آبهوا جي حالتن جي بنياد تي، چڻا اوھان جي زمين لاء مناسب فصل آھي۔
"Based on your soil and weather conditions, pomegranate seems suitable for your farmland, as conditions are fairly close to your past successful experiences with this crop.",pomegranate,آپ کی مٹی اور موسمی حالات کی بنیاد پر، ایسا لگتا ہے کہ انار آپ کی زرعی زمین کے لیے موزوں ہے، کیونکہ یہ حالات آپ کے گذشتہ کامیاب تجربات سے کافی حد تک مطابقت رکھتے ہیں۔,"Tohade mitti ate mausam diyan halatan nu dekhde hoye, anar tuhade kheti layi theek lagda hai, kyunki halatan pichle kamyab tajurbe de naal khas tor te milde julde han.",توهان جي مٽي ۽ موسم جي حالتن جي بنياد تي، انار توهان جي زمين لاءِ موزون لڳي ٿو، جيئن حالتون پوئين ڪامياب تجربن جي ڪافي ويجهو آهن جن کي توهان هن فصل سان حاصل ڪيو هو.
"Based on the given soil and climate conditions, pigeonpeas could be a suitable crop for your farmland. The nutrient levels, temperature, pH, and rainfall suggest that conditions are favorable for growing pigeonpeas.",pigeonpeas,دئے گئے مٹی اور موسمی حالات کے مطابق، کنگنی آپ کی زمین کے لئے ایک مناسب فصل ہو سکتی ہے۔ غذائی اجزاء کی سطح، درجہ حرارت، پی ایچ، اور بارش تمام اس بات کی نشاندہی کرتے ہیں کہ کنگنی اگانے کے لئے حالات موافق ہیں۔,"Ditte hoye mitti atey mausam de haalatan de adhar te, tuhaade khet lae arhar di dal ek vadhiya fasal ho sakdi hai. Nutrient de levele, taapmaan, pH atey barsaat eh sab suhuldyehan dikhaunde han ke arhar di dal ugayi ja sakdi hai.",مليل مٽي ۽ موسمي حالتن جي بنياد تي، ٽيٽي (پنج پيري) توهان جي پوک لاءِ مناسب فصل ٿي سگهي ٿي. غذائي سطحون، گرمي پد، پي ايڇ، ۽ مينهن جا انگ اشارا ڏيکاري رهيا آهن ته حالتون ٽيٽي جي پوک لاءِ سازگار آهن۔
"Based on your farmland's conditions, pomegranate would be a suitable crop to grow. The data and past experiences indicate it can thrive in similar conditions.",pomegranate,آپ کی زرعی زمین کے حالات کے مطابق، انار ایک مناسب فصل ہوگی۔ موجودہ معلومات اور ماضی کے تجربات ظاہر کرتے ہیں کہ یہ اسی قسم کے حالات میں بہتر نشونما پا سکتا ہے۔,"Farmland di haalat de anusar, daana (pomegranate) uggauna ik wadhia fasil ho sakdi hai. Data te pichhle tajarban ne dikhaya hai ke eh samme haalaat vich achi tarah se phal sakdi hai.",توهانجي فارمنڊ جي حالتن جي بنياد تي، انارن جو فصل پوکڻ لاءِ موزون هوندو. ڊيٽا ۽ ماضي جا تجربا ظاهر ڪن ٿا ته اهو اهڙين حالتن ۾ سٺي نموني پوکي سگھي ٿو.
"Based on the given conditions, chickpea would be a suitable crop to grow on your farmland.",chickpea,دئے گئے حالات کی بناء پر چنا (چھولے) آپ کی زمین پر کاشت کرنے کے لئے ایک مناسب فصل ہوگی۔,"Ditte hoye halaat de mutaabik, chane di kasti tuhade khet te ugau layi theek rahegi.",مليل حالتن جي بنياد تي، چڻا (چڻيون) توهانجي پوک واري زمين تي پوکڻ لاءِ مناسب فصل هوندو.
"Based on your farmland's conditions and comparing them to past successful conditions for growing bananas, you should consider growing bananas.",banana,آپ کی زرعی زمین کی حالت اور ماضی میں کامیاب کیفیات کے ساتھ مقابلہ کرنے کے بعد، آپ کو کیلوں کی کاشت پر غور کرنا چاہیے۔,"Tuhade khet de halatan de adhar te, ate pichhle safal halatan naal tulna karke, tuhanu kela ugane bare sochna chahida hai.",توهان جي زمين جي حالتن ۽ ماضي جي ڪامياب حالتن سان مقابلو ڪندي، توهان کي ڪيلا پوکڻ تي غور ڪرڻ گهرجي۔
"Considering the current conditions, grapes would be a good choice for your farmland. The environmental factors and soil nutrients are fairly aligned with the conditions observed when grapes were successfully grown in the past.",grapes,موجودہ حالات کو مدنظر رکھتے ہوئے، انگور آپ کی زرعی زمین کے لئے ایک اچھا انتخاب ہوں گے۔ ماحولیاتی عوامل اور مٹی کی غذائی اجزاء کافی حد تک ان حالات کے مطابق ہیں جو ماضی میں انگور کی کامیاب کاشت کے دوران پائی گئی تھیں۔,"Maujooda halaatan nu dekhde hoye, angur tuhade khet lai ik changi chon ho sakde ne. Maahaul diyan stithiyan te mitti de podak samaan jivein ne jivein pehlaan angur safal taur te ugaaye gaye san.",موجوده حالتن کي نظر ۾ رکندي، انگور اوهان جي زمين لاءِ هڪ سٺو انتخاب هوندو. ماحولياتي عنصر ۽ زمين جي غذائي مواد اڪثر انهن حالتن سان ميل کائين ٿا جيڪي ماضي ۾ ڪاميابيءَ سان انگور پوکڻ دوران ڏٺا ويا آهن.
"Given your soil and climate conditions match previous successful lentil growing conditions, you should grow lentil on your farmland.",lentil,اگر آپ کی مٹی اور موسمی حالات پچھلی کامیاب دالوں کی کاشت کے حالات سے ملتے ہوں، تو آپ کو اپنے کھیت میں دالیں اُگانی چاہئیں۔,"Jiven tuhadi mitti ate mausam di halat pehlan di safal masar badhatu halatan naal mel khande ne, tuhanu apni zameen te masar ugani chahidi hai.",جيڪڏهن توهانجي مٽي ۽ موسمي حالتون اڳ ۾ ڪامياب دال اُپائڻ جي حالتن سان ملن ٿيون، ته توهانکي پنهنجي زمين تي دال اُپائڻ گهرجي.
